,Quarter,text,team,gameID,Date,Player,WL
3,1,"Aliyah Green, jumpball won",Memphis,3984380,03/02/2024,Aliyah Green,jumpball won
4,1,"Maddie Walsh, jumpball lost",UAB,3984380,03/02/2024,Maddie Walsh,jumpball lost
3,1,"Maddie Walsh, jumpball won",UAB,3984619,03/05/2024,Maddie Walsh,jumpball won
4,1,"Daniela Abies, jumpball lost",Wichita St.,3984619,03/05/2024,Daniela Abies,jumpball lost
3,1,"Maddie Walsh, jumpball won",UAB,5250364,03/10/2024,Maddie Walsh,jumpball won
4,1,"Malia Fisher, jumpball lost",Rice,5250364,03/10/2024,Malia Fisher,jumpball lost
3,1,"Maddie Walsh, jumpball lost",UAB,5254445,03/20/2024,Maddie Walsh,jumpball lost
4,1,"Melyia Grayson, jumpball won",Southern Miss.,5254445,03/20/2024,Melyia Grayson,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,3970546,11/10/2023,Deja Evans,jumpball won
4,1,"Aminata Ly, jumpball lost",Fordham,3970546,11/10/2023,Aminata Ly,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3971139,11/13/2023,Deja Evans,jumpball won
4,1,"Kaila Dorch, jumpball lost",Sarah Lawrence,3971139,11/13/2023,Kaila Dorch,jumpball lost
3,1,"Taylor Napper, jumpball lost",St. Bonaventure,3971666,11/16/2023,Taylor Napper,jumpball lost
4,1,"Deja Evans, jumpball won",UAlbany,3971666,11/16/2023,Deja Evans,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,3972634,11/22/2023,Deja Evans,jumpball won
4,1,"Emily Pape, jumpball lost",Cornell,3972634,11/22/2023,Emily Pape,jumpball lost
3,1,"Cameron Brink, jumpball won",Stanford,3973074,11/26/2023,Cameron Brink,jumpball won
4,1,"Deja Evans, jumpball lost",UAlbany,3973074,11/26/2023,Deja Evans,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3973735,12/02/2023,Deja Evans,jumpball won
4,1,"Anajah Brown, jumpball lost",Siena,3973735,12/02/2023,Anajah Brown,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3974295,12/06/2023,Deja Evans,jumpball won
4,1,"Alonna Sellers, jumpball lost",Central Conn. St.,3974295,12/06/2023,Alonna Sellers,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3974635,12/09/2023,Deja Evans,jumpball won
4,1,"Morgan Lee, jumpball lost",Marist,3974635,12/09/2023,Morgan Lee,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3975051,12/12/2023,Deja Evans,jumpball won
4,1,"Doreen Ariik, jumpball lost",Dartmouth,3975051,12/12/2023,Doreen Ariik,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3975445,12/16/2023,Deja Evans,jumpball won
4,1,"Paige Martin, jumpball lost",Stonehill,3975445,12/16/2023,Paige Martin,jumpball lost
3,1,"Lilly Taulelei, jumpball won",Massachusetts,3975855,12/20/2023,Lilly Taulelei,jumpball won
4,1,"Deja Evans, jumpball lost",UAlbany,3975855,12/20/2023,Deja Evans,jumpball lost
3,1,"Deja Evans, jumpball lost",UAlbany,3976428,12/30/2023,Deja Evans,jumpball lost
4,1,"Sydne Watts, jumpball won",Navy,3976428,12/30/2023,Sydne Watts,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,3976851,01/04/2024,Deja Evans,jumpball won
4,1,"Nia Scott, jumpball lost",Bryant,3976851,01/04/2024,Nia Scott,jumpball lost
3,1,"Trinity Williams, jumpball won",NJIT,3977087,01/06/2024,Trinity Williams,jumpball won
4,1,"Deja Evans, jumpball lost",UAlbany,3977087,01/06/2024,Deja Evans,jumpball lost
3,1,"Kayla Cooper, jumpball won",UAlbany,3978356,01/13/2024,Kayla Cooper,jumpball won
4,1,"Genevieve Coleman, jumpball lost",Binghamton,3978356,01/13/2024,Genevieve Coleman,jumpball lost
3,1,"Rayne Durant, jumpball won",UMass Lowell,3978862,01/18/2024,Rayne Durant,jumpball won
4,1,"Kayla Cooper, jumpball lost",UAlbany,3978862,01/18/2024,Kayla Cooper,jumpball lost
3,1,"Nia Scott, jumpball lost",Bryant,3979385,01/20/2024,Nia Scott,jumpball lost
4,1,"Kayla Cooper, jumpball won",UAlbany,3979385,01/20/2024,Kayla Cooper,jumpball won
3,1,"Sarah Talon, jumpball lost",Maine,3979879,01/25/2024,Sarah Talon,jumpball lost
4,1,"Deja Evans, jumpball won",UAlbany,3979879,01/25/2024,Deja Evans,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,3980108,01/27/2024,Deja Evans,jumpball won
4,1,"Clara Gomez, jumpball lost",New Hampshire,3980108,01/27/2024,Clara Gomez,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3980894,02/01/2024,Deja Evans,jumpball won
4,1,"Anna Olson, jumpball lost",Vermont,3980894,02/01/2024,Anna Olson,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3981200,02/03/2024,Deja Evans,jumpball won
4,1,"Laura Lacambra, jumpball lost",UMBC,3981200,02/03/2024,Laura Lacambra,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3982025,02/08/2024,Deja Evans,jumpball won
4,1,"Genevieve Coleman, jumpball lost",Binghamton,3982025,02/08/2024,Genevieve Coleman,jumpball lost
3,1,"Trinity Williams, jumpball lost",NJIT,3982992,02/15/2024,Trinity Williams,jumpball lost
4,1,"Deja Evans, jumpball won",UAlbany,3982992,02/15/2024,Deja Evans,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,3983106,02/17/2024,Deja Evans,jumpball won
4,1,"Anna Blount, jumpball lost",UMBC,3983106,02/17/2024,Anna Blount,jumpball lost
3,1,"Anna Olson, jumpball lost",Vermont,3983729,02/22/2024,Anna Olson,jumpball lost
4,1,"Deja Evans, jumpball won",UAlbany,3983729,02/22/2024,Deja Evans,jumpball won
6,1,"Deja Evans, jumpball won",UAlbany,3983826,02/24/2024,Deja Evans,jumpball won
7,1,"Rayne Durant, jumpball lost",UMass Lowell,3983826,02/24/2024,Rayne Durant,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3984292,02/29/2024,Deja Evans,jumpball won
4,1,"Clara Gomez, jumpball lost",New Hampshire,3984292,02/29/2024,Clara Gomez,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,3984417,03/02/2024,Deja Evans,jumpball won
4,1,"Sarah Talon, jumpball lost",Maine,3984417,03/02/2024,Sarah Talon,jumpball lost
3,1,"Trinity Williams, jumpball lost",NJIT,5250007,03/08/2024,Trinity Williams,jumpball lost
4,1,"Deja Evans, jumpball won",UAlbany,5250007,03/08/2024,Deja Evans,jumpball won
3,1,"Deja Evans, jumpball won",UAlbany,5250005,03/11/2024,Deja Evans,jumpball won
4,1,"Anna Olson, jumpball lost",Vermont,5250005,03/11/2024,Anna Olson,jumpball lost
3,1,"Deja Evans, jumpball won",UAlbany,5254447,03/21/2024,Deja Evans,jumpball won
4,1,"Tiasia McMillan, jumpball lost",Colgate,5254447,03/21/2024,Tiasia McMillan,jumpball lost
3,1,"Jessika Carter, jumpball won",Mississippi St.,3970292,11/06/2023,Jessika Carter,jumpball won
4,1,"Destiny Brown, jumpball lost",Alcorn,3970292,11/06/2023,Destiny Brown,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3953920,11/14/2023,Destiny Brown,jumpball won
4,1,"Alexis Markowski, jumpball lost",Nebraska,3953920,11/14/2023,Alexis Markowski,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3972355,11/21/2023,Destiny Brown,jumpball won
4,1,"Nahja Scott, jumpball lost",New Orleans,3972355,11/21/2023,Nahja Scott,jumpball lost
0,1,"Darianna Littlepage-Buggs, jumpball won",Baylor,3973029,11/26/2023,Darianna Littlepage-Buggs,jumpball won
2,1,"Destiny Brown, jumpball lost",Alcorn,3973029,11/26/2023,Destiny Brown,jumpball lost
3,1,"Lexi Alexander, jumpball lost",Nicholls,3973511,11/30/2023,Lexi Alexander,jumpball lost
4,1,"Destiny Brown, jumpball won",Alcorn,3973511,11/30/2023,Destiny Brown,jumpball won
3,1,"Destiny Brown, jumpball won",Alcorn,3974081,12/03/2023,Destiny Brown,jumpball won
4,1,"Jessica Neresteint, jumpball lost",Ark. Baptist,3974081,12/03/2023,Jessica Neresteint,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3974850,12/09/2023,Destiny Brown,jumpball won
4,1,"Tommisha Lampkin, jumpball lost",North Texas,3974850,12/09/2023,Tommisha Lampkin,jumpball lost
3,1,"Akyriale Ford, jumpball lost",Alcorn,3975387,12/16/2023,Akyriale Ford,jumpball lost
4,1,"Anna Larr Roberson, jumpball won",Louisiana Tech,3975387,12/16/2023,Anna Larr Roberson,jumpball won
3,1,"Justice Ross, jumpball won",New Orleans,3975825,12/20/2023,Justice Ross,jumpball won
4,1,"Akyriale Ford, jumpball lost",Alcorn,3975825,12/20/2023,Akyriale Ford,jumpball lost
3,1,"Jorie Allen, jumpball won",DePaul,3976077,12/28/2023,Jorie Allen,jumpball won
4,1,"Akyriale Ford, jumpball lost",Alcorn,3976077,12/28/2023,Akyriale Ford,jumpball lost
3,1,"Rita Igbokwe, jumpball won",Ole Miss,3976201,12/30/2023,Rita Igbokwe,jumpball won
4,1,"Arene Iyekekpolor, jumpball lost",Alcorn,3976201,12/30/2023,Arene Iyekekpolor,jumpball lost
3,1,"Nakia Cheatham, jumpball lost",Alcorn,3977069,01/06/2024,Nakia Cheatham,jumpball lost
4,1,"Angel Jackson, jumpball won",Jackson St.,3977069,01/06/2024,Angel Jackson,jumpball won
3,1,"Destiny Brown, jumpball won",Alcorn,3979444,01/20/2024,Destiny Brown,jumpball won
4,1,"Jaida Belton, jumpball lost",Texas Southern,3979444,01/20/2024,Jaida Belton,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3979564,01/22/2024,Destiny Brown,jumpball won
4,1,"Adreanna Waddle, jumpball lost",Prairie View,3979564,01/22/2024,Adreanna Waddle,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3980113,01/27/2024,Destiny Brown,jumpball won
4,1,"Hailee Brennen, jumpball lost",Florida A&M,3980113,01/27/2024,Hailee Brennen,jumpball lost
3,1,"Chanelle McDonald, jumpball lost",Bethune-Cookman,3980575,01/29/2024,Chanelle McDonald,jumpball lost
4,1,"Destiny Brown, jumpball won",Alcorn,3980575,01/29/2024,Destiny Brown,jumpball won
5,1,"Sky Castro, jumpball lost",Southern U.,3981463,02/03/2024,Sky Castro,jumpball lost
6,1,"Destiny Brown, jumpball won",Alcorn,3981463,02/03/2024,Destiny Brown,jumpball won
3,1,"Destiny Brown, jumpball lost",Alcorn,3981584,02/05/2024,Destiny Brown,jumpball lost
4,1,"Anijah Grant, jumpball won",Grambling,3981584,02/05/2024,Anijah Grant,jumpball won
3,1,"Destiny Brown, jumpball won",Alcorn,3982146,02/10/2024,Destiny Brown,jumpball won
4,1,"Maya Peat, jumpball lost",Ark.-Pine Bluff,3982146,02/10/2024,Maya Peat,jumpball lost
3,1,"Lizzie Walker, jumpball lost",Mississippi Val.,3982604,02/12/2024,Lizzie Walker,jumpball lost
4,1,"Destiny Brown, jumpball won",Alcorn,3982604,02/12/2024,Destiny Brown,jumpball won
3,1,"D'Shantae Edwards, jumpball won",Bethune-Cookman,3983092,02/17/2024,D'Shantae Edwards,jumpball won
4,1,"Destiny Brown, jumpball lost",Alcorn,3983092,02/17/2024,Destiny Brown,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3983513,02/19/2024,Destiny Brown,jumpball won
4,1,"Jaliya Sharp, jumpball lost",Florida A&M,3983513,02/19/2024,Jaliya Sharp,jumpball lost
3,1,"Angel Jackson, jumpball won",Jackson St.,3983812,02/24/2024,Angel Jackson,jumpball won
4,1,"Destiny Brown, jumpball lost",Alcorn,3983812,02/24/2024,Destiny Brown,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3984384,03/02/2024,Destiny Brown,jumpball won
4,1,"Gerlyn Smith, jumpball lost",Prairie View,3984384,03/02/2024,Gerlyn Smith,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3984662,03/07/2024,Destiny Brown,jumpball won
4,1,"Lizzie Walker, jumpball lost",Mississippi Val.,3984662,03/07/2024,Lizzie Walker,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,3984692,03/09/2024,Destiny Brown,jumpball won
4,1,"Maori Davenport, jumpball lost",Ark.-Pine Bluff,3984692,03/09/2024,Maori Davenport,jumpball lost
3,1,"Destiny Brown, jumpball won",Alcorn,5250884,03/14/2024,Destiny Brown,jumpball won
4,1,"Raven White, jumpball lost",Southern U.,5250884,03/14/2024,Raven White,jumpball lost
3,1,"Anijah Grant, jumpball won",Grambling,5250880,03/15/2024,Anijah Grant,jumpball won
4,1,"Destiny Brown, jumpball lost",Alcorn,5250880,03/15/2024,Destiny Brown,jumpball lost
3,1,"Angel Jackson, jumpball won",Jackson St.,5250878,03/16/2024,Angel Jackson,jumpball won
4,1,"Destiny Brown, jumpball lost",Alcorn,5250878,03/16/2024,Destiny Brown,jumpball lost
3,1,"Otaifo Esenabhalu, jumpball won",Longwood,3970300,11/06/2023,Otaifo Esenabhalu,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3970300,11/06/2023,Lauren Stack,jumpball lost
3,1,"Aryss Macktoon, jumpball lost",La Salle,3970863,11/11/2023,Aryss Macktoon,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3970863,11/11/2023,Lauren Stack,jumpball won
3,1,"Maren Durant, jumpball won",George Washington,3971439,11/15/2023,Maren Durant,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3971439,11/15/2023,Lauren Stack,jumpball lost
3,1,"Maggie Doogan, jumpball won",Richmond,3972149,11/18/2023,Maggie Doogan,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3972149,11/18/2023,Lauren Stack,jumpball lost
3,1,"Jazmyn Doster, jumpball lost",George Mason,3972612,11/22/2023,Jazmyn Doster,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3972612,11/22/2023,Lauren Stack,jumpball won
3,1,"Klarke Sconiers, jumpball won",Delaware,3973442,11/29/2023,Klarke Sconiers,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3973442,11/29/2023,Lauren Stack,jumpball lost
3,1,"Teneisia Brown, jumpball lost",FDU,3974067,12/02/2023,Teneisia Brown,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3974067,12/02/2023,Lauren Stack,jumpball won
3,1,"Lauren Stack, jumpball lost",American,3974407,12/06/2023,Lauren Stack,jumpball lost
4,1,"Belle Kranbuhl, jumpball won",Monmouth,3974407,12/06/2023,Belle Kranbuhl,jumpball won
3,1,"Quinzia Fulmore, jumpball won",Towson,3974965,12/10/2023,Quinzia Fulmore,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3974965,12/10/2023,Lauren Stack,jumpball lost
3,1,"Lauren Stack, jumpball won",American,3975865,12/20/2023,Lauren Stack,jumpball won
4,1,"Paloma Iradier, jumpball lost",UMBC,3975865,12/20/2023,Paloma Iradier,jumpball lost
3,1,"Vanessa Blake, jumpball lost",Howard,3976411,12/30/2023,Vanessa Blake,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3976411,12/30/2023,Lauren Stack,jumpball won
3,1,"Lauren Stack, jumpball won",American,3976634,01/03/2024,Lauren Stack,jumpball won
4,1,"Lily Fandre, jumpball lost",Lehigh,3976634,01/03/2024,Lily Fandre,jumpball lost
3,1,"Lauren Stack, jumpball lost",American,3977284,01/06/2024,Lauren Stack,jumpball lost
4,1,"Grace Sullivan, jumpball won",Bucknell,3977284,01/06/2024,Grace Sullivan,jumpball won
3,1,"Lauren Stack, jumpball won",American,3977646,01/10/2024,Lauren Stack,jumpball won
4,1,"Caitlin Weimar, jumpball lost",Boston U.,3977646,01/10/2024,Caitlin Weimar,jumpball lost
508,5,"Molly Lavin, jumpball lost",American,3977646,01/10/2024,Molly Lavin,jumpball lost
509,5,"Caitlin Weimar, jumpball won",Boston U.,3977646,01/10/2024,Caitlin Weimar,jumpball won
580,6,"Molly Lavin, jumpball lost",American,3977646,01/10/2024,Molly Lavin,jumpball lost
581,6,"Caitlin Weimar, jumpball won",Boston U.,3977646,01/10/2024,Caitlin Weimar,jumpball won
3,1,"Kya Smith, jumpball lost",Army West Point,3978496,01/14/2024,Kya Smith,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3978496,01/14/2024,Lauren Stack,jumpball won
3,1,"Lauren Stack, jumpball lost",American,3978781,01/17/2024,Lauren Stack,jumpball lost
4,1,"Lex Therien, jumpball won",Loyola Maryland,3978781,01/17/2024,Lex Therien,jumpball won
3,1,"Lauren Stack, jumpball won",American,3979293,01/20/2024,Lauren Stack,jumpball won
4,1,"Lily Fandre, jumpball lost",Lehigh,3979293,01/20/2024,Lily Fandre,jumpball lost
3,1,"Lauren Stack, jumpball lost",American,3979669,01/24/2024,Lauren Stack,jumpball lost
4,1,"Janelle Allen, jumpball won",Holy Cross,3979669,01/24/2024,Janelle Allen,jumpball won
3,1,"Tiasia McMillan, jumpball lost",Colgate,3980087,01/27/2024,Tiasia McMillan,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3980087,01/27/2024,Lauren Stack,jumpball won
3,1,"Lauren Stack, jumpball won",American,3980817,01/31/2024,Lauren Stack,jumpball won
4,1,"Kayla Drummond, jumpball lost",Lafayette,3980817,01/31/2024,Kayla Drummond,jumpball lost
3,1,"Grace Sullivan, jumpball won",Bucknell,3981567,02/04/2024,Grace Sullivan,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3981567,02/04/2024,Lauren Stack,jumpball lost
3,1,"Janelle Allen, jumpball lost",Holy Cross,3982339,02/10/2024,Janelle Allen,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3982339,02/10/2024,Lauren Stack,jumpball won
3,1,"Lauren Stack, jumpball won",American,3982805,02/14/2024,Lauren Stack,jumpball won
4,1,"Kate Samson, jumpball lost",Navy,3982805,02/14/2024,Kate Samson,jumpball lost
3,1,"Kayla Drummond, jumpball won",Lafayette,3983352,02/17/2024,Kayla Drummond,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3983352,02/17/2024,Lauren Stack,jumpball lost
3,1,"Caitlin Weimar, jumpball won",Boston U.,3983625,02/21/2024,Caitlin Weimar,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3983625,02/21/2024,Lauren Stack,jumpball lost
3,1,"Tiasia McMillan, jumpball lost",Colgate,3984030,02/24/2024,Tiasia McMillan,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3984030,02/24/2024,Lauren Stack,jumpball won
3,1,"Addison Ainsworth, jumpball lost",Army West Point,3984117,02/27/2024,Addison Ainsworth,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3984117,02/27/2024,Lauren Stack,jumpball won
3,1,"Morganne Andrews, jumpball lost",Navy,3984402,03/02/2024,Morganne Andrews,jumpball lost
4,1,"Lauren Stack, jumpball won",American,3984402,03/02/2024,Lauren Stack,jumpball won
3,1,"Lex Therien, jumpball won",Loyola Maryland,3984644,03/06/2024,Lex Therien,jumpball won
4,1,"Lauren Stack, jumpball lost",American,3984644,03/06/2024,Lauren Stack,jumpball lost
5,1,"Lauren Stack, jumpball won",American,5250469,03/09/2024,Lauren Stack,jumpball won
6,1,"Grace Sullivan, jumpball lost",Bucknell,5250469,03/09/2024,Grace Sullivan,jumpball lost
3,1,"Taylor Lewis, jumpball lost",App State,3970288,11/06/2023,Taylor Lewis,jumpball lost
4,1,"Khalis Cain, jumpball won",UNC Greensboro,3970288,11/06/2023,Khalis Cain,jumpball won
3,1,"Taylor Lewis, jumpball won",App State,3970935,11/11/2023,Taylor Lewis,jumpball won
4,1,"Kennedi Watkins, jumpball lost",Ohio,3970935,11/11/2023,Kennedi Watkins,jumpball lost
3,1,"Makoye Diawara, jumpball won",Norfolk St.,3971625,11/16/2023,Makoye Diawara,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3971625,11/16/2023,Rylan Moffitt,jumpball lost
3,1,"Kate Johnson, jumpball lost",Furman,3972680,11/23/2023,Kate Johnson,jumpball lost
4,1,"Rylan Moffitt, jumpball won",App State,3972680,11/23/2023,Rylan Moffitt,jumpball won
3,1,"Rylan Moffitt, jumpball won",App State,3972746,11/24/2023,Rylan Moffitt,jumpball won
4,1,"Denai Bowman, jumpball lost",Binghamton,3972746,11/24/2023,Denai Bowman,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3973449,11/29/2023,Rylan Moffitt,jumpball won
4,1,"Millie Prior, jumpball lost",Davidson,3973449,11/29/2023,Millie Prior,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3974226,12/05/2023,Rylan Moffitt,jumpball won
4,1,"Adaora Onwumelu, jumpball lost",Col. of Charleston,3974226,12/05/2023,Adaora Onwumelu,jumpball lost
3,1,"Maggie Doogan, jumpball won",Richmond,3974980,12/10/2023,Maggie Doogan,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3974980,12/10/2023,Rylan Moffitt,jumpball lost
438,5,"Rylan Moffitt, jumpball lost",App State,3974980,12/10/2023,Rylan Moffitt,jumpball lost
439,5,"Maggie Doogan, jumpball won",Richmond,3974980,12/10/2023,Maggie Doogan,jumpball won
3,1,"Rylan Moffitt, jumpball won",App State,3975281,12/15/2023,Rylan Moffitt,jumpball won
4,1,"Grace Pack, jumpball lost",Gardner-Webb,3975281,12/15/2023,Grace Pack,jumpball lost
3,1,"Liza Karlen, jumpball lost",Marquette,3975551,12/17/2023,Liza Karlen,jumpball lost
4,1,"Rylan Moffitt, jumpball won",App State,3975551,12/17/2023,Rylan Moffitt,jumpball won
3,1,"Mackenzie Johnson, jumpball won",Mercer,3975968,12/21/2023,Mackenzie Johnson,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3975968,12/21/2023,Rylan Moffitt,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3976277,12/30/2023,Rylan Moffitt,jumpball won
4,1,"Wilnie Joseph, jumpball lost",Louisiana,3976277,12/30/2023,Wilnie Joseph,jumpball lost
3,1,"Tiffany Tullis, jumpball won",Texas St.,3976953,01/04/2024,Tiffany Tullis,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3976953,01/04/2024,Rylan Moffitt,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3977269,01/06/2024,Rylan Moffitt,jumpball won
4,1,"Emani Burks, jumpball lost",South Alabama,3977269,01/06/2024,Emani Burks,jumpball lost
3,1,"Eden Johnson, jumpball won",Ga. Southern,3977930,01/11/2024,Eden Johnson,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3977930,01/11/2024,Rylan Moffitt,jumpball lost
3,1,"Christeina Bryan, jumpball won",Georgia St.,3978078,01/13/2024,Christeina Bryan,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3978078,01/13/2024,Rylan Moffitt,jumpball lost
3,1,"Taylor Lewis, jumpball won",App State,3978958,01/18/2024,Taylor Lewis,jumpball won
4,1,"Alancia Ramsey, jumpball lost",Coastal Carolina,3978958,01/18/2024,Alancia Ramsey,jumpball lost
3,1,"Eden Johnson, jumpball won",Ga. Southern,3979276,01/20/2024,Eden Johnson,jumpball won
4,1,"Rylan Moffitt, jumpball lost",App State,3979276,01/20/2024,Rylan Moffitt,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3979971,01/25/2024,Rylan Moffitt,jumpball won
4,1,"Simone Cunningham, jumpball lost",Old Dominion,3979971,01/25/2024,Simone Cunningham,jumpball lost
3,1,"Rylan Moffitt, jumpball won",App State,3980464,01/27/2024,Rylan Moffitt,jumpball won
4,1,"Kseniia Kozlova, jumpball lost",James Madison,3980464,01/27/2024,Kseniia Kozlova,jumpball lost
